species name,Sex,Overall appearance: &lt;Colouring&gt;,Length of prosoma [mm],Length of prosoma by range [mm],Length of femur I : &lt;relative to prosoma&gt;,Prosoma: &lt;appearance&gt;,Fovea clearly visible as darkened groove,Opisthosoma: &lt;appearance&gt;,Dorsal spines on femur I: &lt;count&gt;,Posterior eye row: &lt;form&gt;,Posterior median eye (PME) separation: &lt;relative to diameter (d)&gt;,Headregion of male: &lt;appearance&gt;,Eyes: &lt;appearance&gt;,Anterior median eyes: &lt;size relative to anterior lateral eyes ALE&gt;,Prolateral spines on femur I: &lt;count&gt;,Prolateral spines on tibia I: &lt;count&gt;,Anterior cheliceral teeth: &lt;appearance&gt;,Conspicuous structures on chelicerae: &lt;appearance&gt;,Maxillae: &lt;appearance&gt;,Sternum: &lt;appearance&gt;,Sternum: &lt;extends between coxae IV&gt;,Width of sternum between coxae IV: &lt;relative to width of coxae IV (d)&gt;,Position of trichobothrium on metatarsus I (TmI): &lt;relative to metatarsus&gt;,Position of TmI by range: &lt;relative to metatarsus&gt;,Metatarsus IV dorsally: &lt;presence of trichobothrium (TmIV)&gt;,Dorsal spines on metatarsus I: &lt;count&gt;,Tibia IV: &lt;number of dorsal spines&gt;,"Numbers of dorsal spines on tibia I, II, III, IV: &lt;tibial spine formula&gt;",Tibia I-II ventrally: &lt;presence of spines&gt;,Male pedipalp: femur &lt;appearance&gt;,Male pedipalp: patella &lt;appearance&gt;,Male pedipalp: tibia &lt;appearance&gt;,Male pedipalp: cymbium &lt;appearance&gt;,Male pedipalp: paracymbium &lt;form&gt;,Male pedipalp: branches of paracymbium &lt;presence of teeth&gt;,Male pedipalp: embolus &lt;appearance&gt;,Male pedipalp: lamella characteristica &lt;presence&gt;,Distribution,Female palp: claw &lt;presence&gt;,Epigyne: &lt;appearance&gt;,Epigyne: &lt;form&gt;,Epigyne: &lt;seminal receptacles&gt;,Description of any further conspicuous features:
"Pelecopsis mengei M (Simon, 1884)",Male,"inconspicuous, generally dark",0.7,0.6-0.8,shorter than prosoma,inconspicuous,yes,with scutum,none,procurved,distinctly greater than d,sulci present; complex,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,distinctly greater than d,0.87,0.80-0.89,trichobothrium present,none,one dorsal spine,1111,no spines,unremarkable,unremarkable,with simple apophysis,with dorsal projections/conical elevations; margin with notches/bulges,simple,teeth absent,unremarkable,absent,"Austria | Belarus | Belgium | Bulgaria | Croatia | Czechia | Estonia | Finland | France | Germany | Hungary | Ireland | Italy | Italy / Sardinia | Latvia | Liechtenstein | Luxembourg | Moldova | Netherlands | Northern Ireland | Norway | Poland | Romania | Russia, Central | Russia, Eastern | Russia, Northern | Slovakia | Spain | Sweden | Switzerland | Turkey (Asia) | Ukraine | United Kingdom |",,,,,
"Pelecopsis mengei W (Simon, 1884)",Female,"inconspicuous, generally dark",0.72,0.6-0.8,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,equal to d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,distinctly greater than d,0.8,0.80-0.89,trichobothrium present,none,one dorsal spine,0,no spines,,,,,,,,,"Austria | Belarus | Belgium | Bulgaria | Croatia | Czechia | Estonia | Finland | France | Germany | Hungary | Ireland | Italy | Italy / Sardinia | Latvia | Liechtenstein | Luxembourg | Moldova | Netherlands | Northern Ireland | Norway | Poland | Romania | Russia, Central | Russia, Eastern | Russia, Northern | Slovakia | Spain | Sweden | Switzerland | Turkey (Asia) | Ukraine | United Kingdom |",not present/inconspicuous,with septum/medial structure,flat,"underlying structures (e.g., seminal receptacles) visible",
"Pelecopsis monsantensis M Bosmans & Crespo, 2010",Male,"inconspicuous, generally dark",0.75,0.6-0.8,shorter than prosoma,inconspicuous,yes,with scutum,none,procurved,distinctly greater than d,sulci present; complex,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,,0.64,0.60-0.69,trichobothrium absent,none,one dorsal spine,0,no spines,unremarkable,,"with multiple, complex apophyses",margin with notches/bulges,simple,teeth absent,unremarkable,absent,Portugal | Spain |,,,,,
"Pelecopsis parallela M (Wider, 1834)",Male,"inconspicuous, generally dark",0.63,0.6-0.8,shorter than prosoma,with pits (dorsally),yes,with scutum,none,procurved,distinctly greater than d,sulci present; with lobe (simple),normal,about the same as ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.58,0.50-0.59,trichobothrium absent,none,one dorsal spine,1111,no spines,unremarkable,unremarkable,with simple apophysis,simple,simple,teeth absent,unremarkable,absent,"Austria | Belarus | Belgium | Bulgaria | Croatia | Czechia | Denmark | Estonia | Finland | France | France / Corsica | Germany | Greece | Hungary | Ireland | Italy | Latvia | Liechtenstein | Lithuania | Luxembourg | Montenegro | Netherlands | North Macedonia | Northern Ireland | Norway | Poland | Romania | Russia, Central | Russia, Eastern | Russia, Kaliningrad Region | Russia, Northern | Russia, Southern | Serbia | Slovakia | Slovenia | Spain | Sweden | Switzerland | Turkey (Asia) | Ukraine | United Kingdom |",,,,,
"Pelecopsis parallela W (Wider, 1834)",Female,"inconspicuous, generally dark",0.72,0.6-0.8,shorter than prosoma,with pits (dorsally),no,"unicolorous, inconspicuous",none,procurved,equal to d,,normal,about the same as ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,distinctly greater than d,0.57,0.50-0.59,trichobothrium absent,none,one dorsal spine,1111,no spines,,,,,,,,,"Austria | Belarus | Belgium | Bulgaria | Croatia | Czechia | Denmark | Estonia | Finland | France | France / Corsica | Germany | Greece | Hungary | Ireland | Italy | Latvia | Liechtenstein | Lithuania | Luxembourg | Montenegro | Netherlands | North Macedonia | Northern Ireland | Norway | Poland | Romania | Russia, Central | Russia, Eastern | Russia, Kaliningrad Region | Russia, Northern | Russia, Southern | Serbia | Slovakia | Slovenia | Spain | Sweden | Switzerland | Turkey (Asia) | Ukraine | United Kingdom |",not present/inconspicuous,with septum/medial structure,flat,"underlying structures (e.g., seminal receptacles) not visible",
"Pelecopsis pooti M Bosmans & Jocqué, 1993",Male,"inconspicuous, generally dark",0.85,0.8-1.0; 1.0-1.2,shorter than prosoma,inconspicuous; with pits (dorsally),yes,with scutum,none,procurved,equal to d,sulci present; complex,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.63,0.60-0.69,trichobothrium absent,none,one dorsal spine,0,no spines,unremarkable,conspicuously swollen,with complex apophysis; with one or more spines,with dorsal projections/conical elevations; margin with notches/bulges,simple,teeth absent,"conspicuous, curled",absent,Spain |,,,,,
"Pelecopsis pooti W Bosmans & Jocqué, 1993",Female,"inconspicuous, generally dark",0.75,0.6-0.8,shorter than prosoma,with pits (dorsally),yes,with scutum,none,procurved,equal to d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.63,0.60-0.69,trichobothrium absent,none,one dorsal spine,1111,no spines,,,,,,,,,Spain |,not present/inconspicuous,unremarkable,flat,"underlying structures (e.g., seminal receptacles) not visible",
"Pelecopsis radicicola M (L. Koch, 1872)",Male,"inconspicuous, generally dark",0.62,0.6-0.8,shorter than prosoma,inconspicuous,yes,with scutum,none,procurved,distinctly greater than d,sulci present; complex,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.73,0.70-0.79,trichobothrium absent,none,one dorsal spine,1111,no spines,unremarkable,unremarkable,"with multiple, complex apophyses",simple,simple,teeth absent,unremarkable,absent,"Austria | Belgium | Bulgaria | Czechia | Denmark | Estonia | France | Germany | Hungary | Italy | Latvia | Liechtenstein | Luxembourg | Montenegro | Netherlands | Norway | Poland | Romania | Russia, Central | Russia, Western | Serbia | Slovakia | Slovenia | Sweden | Switzerland | Ukraine | United Kingdom |",,,,,
"Pelecopsis radicicola W (L. Koch, 1872)",Female,"inconspicuous, generally dark",0.7,0.6-0.8,shorter than prosoma,with pits (dorsally),yes,with scutum,none,procurved,equal to d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.71,0.70-0.79,trichobothrium absent,none,one dorsal spine,1111,no spines,,,,,,,,,"Austria | Belgium | Bulgaria | Czechia | Denmark | Estonia | France | Germany | Hungary | Italy | Latvia | Liechtenstein | Luxembourg | Montenegro | Netherlands | Norway | Poland | Romania | Russia, Central | Russia, Western | Serbia | Slovakia | Slovenia | Sweden | Switzerland | Ukraine | United Kingdom |",not present/inconspicuous,with septum/medial structure,flat,"underlying structures (e.g., seminal receptacles) visible",
"Pelecopsis robusta M Weiss, 1990",Male,conspicuous contrast legs/prosoma,0.8,0.6-0.8; 0.8-1.0,shorter than prosoma,with pits (dorsally),no,with scutum,none,procurved,distinctly greater than d,sulci present; complex,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.8,0.80-0.89,trichobothrium present,none,one dorsal spine,11,no spines,unremarkable,conspicuously swollen,with complex apophysis,margin with notches/bulges,simple,teeth absent,"conspicuous, curled",absent,Romania |,,,,,
"Pelecopsis robusta W Weiss, 1990",Female,conspicuous contrast legs/prosoma,0.76,0.6-0.8,shorter than prosoma,with pits (dorsally),yes,"unicolorous, inconspicuous",none,procurved,distinctly less than d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,distinctly greater than d,0.78,0.70-0.79,trichobothrium present,none,one dorsal spine,1111,no spines,,,,,,,,,Romania |,not present/inconspicuous,with septum/medial structure,flat,"underlying structures (e.g., seminal receptacles) visible",
"Pelecopsis susannae M (Simon, 1914)",Male,"inconspicuous, generally dark",0.6,0.4-0.6; 0.6-0.8,shorter than prosoma,inconspicuous,yes,with scutum,none,procurved,distinctly greater than d,sulci present; complex,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,distinctly greater than d,0.51,0.50-0.59,trichobothrium absent,none,one dorsal spine,0,no spines,unremarkable,conspicuously swollen,"with multiple, complex apophyses",with dorsal projections/conical elevations; margin with notches/bulges,simple,teeth absent,unremarkable,absent,France | Portugal | Spain | United Kingdom |,,,,,
"Pelecopsis susannae W (Simon, 1914)",Female,"inconspicuous, generally dark",0.63,0.4-0.6; 0.6-0.8,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,equal to d; distinctly greater than d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d; distinctly greater than d,0.55,0.50-0.59,trichobothrium absent,none,one dorsal spine,0,no spines,,,,,,,,,France | Portugal | Spain | United Kingdom |,not present/inconspicuous,with septum/medial structure,protrudes,"underlying structures (e.g., seminal receptacles) visible",
"Peponocranium ludicrum M (O. P.-Cambridge, 1861)",Male,"inconspicuous, generally dark",0.66,0.6-0.8,shorter than prosoma,inconspicuous,no,"unicolorous, inconspicuous",none,procurved,distinctly greater than d,sulci present; complex,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.9,0.90-0.99,trichobothrium present,none,one dorsal spine,1111,no spines,unremarkable,unremarkable,"with multiple, simple apophyses",margin with notches/bulges,simple,teeth absent,"conspicuous, curled",absent,"Belgium | Denmark | Estonia | Finland | France | Germany | Ireland | Italy | Netherlands | Northern Ireland | Norway | Poland | Portugal | Romania | Russia, Central | Russia, Eastern | Slovakia | Spain | Sweden | Ukraine | United Kingdom |",,,,,
"Peponocranium ludicrum W (O. P.-Cambridge, 1861)",Female,"inconspicuous, generally dark",0.75,0.6-0.8,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,equal to d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.89,0.80-0.89,trichobothrium present,none,one dorsal spine,1111,no spines,,,,,,,,,"Belgium | Denmark | Estonia | Finland | France | Germany | Ireland | Italy | Netherlands | Northern Ireland | Norway | Poland | Portugal | Romania | Russia, Central | Russia, Eastern | Slovakia | Spain | Sweden | Ukraine | United Kingdom |",not present/inconspicuous,with septum/medial structure,flat,"underlying structures (e.g., seminal receptacles) visible",
"Peponocranium orbiculatum M (O. P.-Cambridge, 1882)",Male,"inconspicuous, generally dark; pale, ground or cave dweller (careful with older specimens: fading)",0.7,0.6-0.8,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,equal to d,sulci present; complex,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.89,0.80-0.89,trichobothrium present,none,one dorsal spine,2211,no spines,unremarkable,unremarkable,"with simple apophysis; with multiple, simple apophyses",with dorsal projections/conical elevations; margin with notches/bulges,simple,teeth absent,"conspicuous, curled",absent,"Austria | Belgium | Czechia | Estonia | Georgia | Germany | Hungary | Italy | North Macedonia | Poland | Russia, Central | Russia, Eastern | Russia, Southern | Slovakia | Switzerland | Ukraine |",,,,,Tibiae I-II distinctly darker
"Peponocranium orbiculatum W (O. P.-Cambridge, 1882)",Female,"inconspicuous, generally dark; pale, ground or cave dweller (careful with older specimens: fading)",0.7,0.6-0.8,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,equal to d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.87,0.80-0.89,trichobothrium present,none,one dorsal spine,2211,no spines,,,,,,,,,"Austria | Belgium | Czechia | Estonia | Georgia | Germany | Hungary | Italy | North Macedonia | Poland | Russia, Central | Russia, Eastern | Russia, Southern | Slovakia | Switzerland | Ukraine |",not present/inconspicuous,with septum/medial structure,flat,"underlying structures (e.g., seminal receptacles) visible",Tibiae I-II distinctly darker
"Peponocranium praeceps M Miller, 1943",Male,"inconspicuous, generally dark",0.65,0.6-0.8,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,equal to d,sulci present; complex,normal,about the same as ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.89,0.80-0.89,trichobothrium present,none,one dorsal spine,1111,no spines,unremarkable,unremarkable,with simple apophysis; with one or more spines,with dorsal projections/conical elevations; margin with notches/bulges,simple,teeth absent,"conspicuous, curled",absent,"Czechia | Finland | France | Germany | Poland | Romania | Russia, Central | Russia, Eastern | Slovakia | Ukraine |",,,,,
"Peponocranium praeceps W Miller, 1943",Female,"inconspicuous, generally dark",,0.6-0.8,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,,,,normal,,none,none,unremarkable in size,none,unremarkable,smooth,yes,,,0.80-0.89; 0.90-0.99,trichobothrium present,none,one dorsal spine,1111,no spines,,,,,,,,,"Czechia | Finland | France | Germany | Poland | Romania | Russia, Central | Russia, Eastern | Slovakia | Ukraine |",not present/inconspicuous,with septum/medial structure,flat,"underlying structures (e.g., seminal receptacles) visible",
"Piniphantes cirratus M (Thaler, 1986)",Male,"inconspicuous, generally dark",0.76,0.6-0.8,longer than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,recurved,distinctly less than d,inconspicuous,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.22,0.20-0.29,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),with one or more spines,margin with notches/bulges,complex,teeth present,unremarkable,conspicuous,France / Corsica |,,,,,"PME very large, embolic projection long and with bristles"
"Piniphantes pinicola M (Simon, 1884)",Male,"inconspicuous, generally dark",0.83,0.8-1.0,equal in length,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,distinctly less than d,inconspicuous,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.22,0.20-0.29,trichobothrium absent,one,two dorsal spines,2222,no spines,unremarkable,with conspicuous spines (single or tufts),with one or more spines,margin with notches/bulges,complex,teeth absent,unremarkable,conspicuous,"Albania | Armenia | Austria | Bulgaria | Czechia | France | Georgia | Germany | Italy | Liechtenstein | North Macedonia | Russia, Southern | Spain | Switzerland | Turkey (Asia) | Ukraine | United Kingdom |",,,,,No dorsal bristle on metatarsus IV
"Piniphantes pinicola W (Simon, 1884)",Female,"inconspicuous, generally dark",0.8,0.6-0.8; 0.8-1.0,equal in length,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,distinctly less than d,,normal,distinctly smaller than ALE,one,one,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.21,0.20-0.29,trichobothrium absent,one,two dorsal spines,2222,no spines,,,,,,,,,"Albania | Armenia | Austria | Bulgaria | Czechia | France | Georgia | Germany | Italy | Liechtenstein | North Macedonia | Russia, Southern | Spain | Switzerland | Turkey (Asia) | Ukraine | United Kingdom |",not present/inconspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) not visible",No dorsal bristle on metatarsus IV
"Pityohyphantes phrygianus M (C. L. Koch, 1836)",Male,"inconspicuous, generally dark",1.98,1.8-2.0,longer than prosoma,inconspicuous,no,patterned,one,straight,distinctly greater than d,inconspicuous,normal,distinctly smaller than ALE,multiple,multiple,unremarkable in size,none,unremarkable,rugose,yes,distinctly less than d,0.21,0.20-0.29,trichobothrium absent,multiple,two dorsal spines,2222,no spines,unremarkable,with apophyses; with conspicuous spines (single or tufts),with one or more spines,margin with notches/bulges,simple,teeth absent,unremarkable,absent,"Albania | Austria | Belarus | Belgium | Bulgaria | Czechia | Denmark | Estonia | Finland | France | Germany | Hungary | Italy | Italy / Sardinia | Latvia | Liechtenstein | Lithuania | Luxembourg | Montenegro | Netherlands | North Macedonia | Norway | Poland | Romania | Russia, Central | Russia, Eastern | Russia, Kaliningrad Region | Russia, Northern | Russia, Western | Serbia | Slovakia | Slovenia | Sweden | Switzerland | Ukraine | United Kingdom |",,,,,Ventral part of femur with black dots
